"","Date","Country","City","Killed","Injured","Description"
"18760",2012-10-15,"Iraq","Mosul",1,3,"A child is disassembled by Mujahid bombers."
"18761",2012-10-15,"Iraq","Kirkuk",3,23,"Jihadi car bombers take out three Iraqis."
"18762",2012-10-15,"Iraq","Sinsil",4,0,"An 'insurgent' bursts into a home and machine-guns four family members to death, including two women."
"18763",2012-10-16,"Yemen","Sanaa",1,0,"al-Qaeda on motorbikes shoot a man in the head."
"18764",2012-10-16,"Pakistan","Quetta",4,0,"Four Shia minorities workers at a scrap market bleed to death following a targeted shooting by Sunnis."
"18765",2012-10-16,"Pakistan","Karachi",1,0,"A Shiite is gunned down by Sunni militants, who also fire on a rival mosque."
"18766",2012-10-16,"Kenya","Kulan",1,0,"al-Shabaab Islamists murder a telecom engineer."
"18767",2012-10-16,"Yemen","Abyan",2,5,"A Fedayeen suicide bomber kills two others."
"18768",2012-10-16,"Indonesia","Masani",2,0,"Jamaah Anshorut Tauhid murder two investigators of a church bombing by stabbing them in the neck."
"18769",2012-10-17,"Pakistan","Qasba",1,0,"Sectarian Jihadis gun down a father of three outside his shop."
"18770",2012-10-17,"Pakistan","Killi Jeo",1,0,"Suspected Taliban shoot a medical worker to death as he is trying to vaccinate children."
"18771",2012-10-17,"Iraq","Baghdad",3,15,"A bomb at a grocery is one of several that leave three civilians dead."
"18772",2012-10-17,"Afghanistan","Zurmat",0,45,"A Shahid suicide bomber injures forty-five others."
"18773",2012-10-17,"Kenya","Likoni",1,9,"Ten police officers are casualties of an al-Shabaab grenade."
"18774",2012-10-17,"Iraq","Muqdadiyah",2,0,"Sunni gunmen take out two Shia civilians."
"18775",2012-10-18,"Thailand","Yala",1,0,"A 53-year-old Buddhist man is hit several times in the torso by Muslim 'separatists'."
"18776",2012-10-18,"Pakistan","Dera Ismail Khan",1,1,"A targeted assassination attempt on a Shia doctor leaves her driver dead."
"18777",2012-10-18,"Pakistan","Karachi",1,0,"Sipah-e-Sahaba cadres torture a 28-year-old Shiite with a metal rod before dispatching him with three shots."
"18778",2012-10-18,"Tunisia","Tataouine",1,0,"Islamic protesters murder a secular politician."
"18779",2012-10-18,"Nigeria","Angwan Alaku",12,3,"Fulani raiders fire on villagers, killing at least a dozen."
"18780",2012-10-18,"Somalia","Baidoa",4,0,"al-Shabaab ambush and kill four Ugandan peacekeepers."
"18781",2012-10-19,"Lebanon","Tripoli",1,0,"A cleric is shot in the head by a mob after appealing for peace."
"18782",2012-10-19,"Afghanistan","Herat",1,0,"A mother of two is stabbed to death by her husband for defying his order not to work outside the house."
"18783",2012-10-19,"India","Srinagar",1,2,"Three Muslim terrorists opens fire inside a hotel, killing a bellboy."
"18784",2012-10-19,"Iran","Chabahar",2,6,"A suicide bomber is prevented from entering a mosque, but manages to kill two guards."
"18785",2012-10-19,"Yemen","Shuqra",21,15,"Sixteen local soldiers and five civilians are exterminated at their base by al-Qaeda suicide bombers."
"18786",2012-10-19,"Pakistan","Zeridar",3,6,"Three people are brought down by an Islamic IED attack on a passenger vehicle."
"18787",2012-10-19,"Afghanistan","Dawlat Abad",19,14,"Religion of Peace bombers massacre nineteen members of a wedding party, mostly women and children."
"18788",2012-10-19,"Iraq","Balad",4,11,"Four Shiite pilgrims on a bus are sent straight to Allah by Sunni bombers"
"18789",2012-10-19,"Nigeria","Potiskum",5,0,"A raid on several schools by religious radicals leaves at least five dead."
"18790",2012-10-19,"Nigeria","Maiduguri",1,0,"A Chinese construction worker is picked off by Islamic snipers."
"18791",2012-10-19,"Lebanon","Beirut",8,78,"A car bomb blast in a Christian suburb leaves eight dead, including children."
"18792",2012-10-19,"Pakistan","Lahore",1,0,"A Shiite lawyer is taken down at a traffic light by Sunni assassins."
"18793",2012-10-19,"Pakistan","Baldia",1,2,"Sunnis fire on an Ahmadi minority family, killing one member."
"18794",2012-10-19,"Pakistan","Karachi",3,0,"Three young seminary students on bicycles are murdered by sectarian rivals."
"18795",2012-10-19,"Afghanistan","Gereskh",6,0,"Six local police officers are poisoned and shot by Taliban."
"18796",2012-10-20,"Iraq","Baghdad",4,1,"Mujahideen shoot four Iraqis to death."
"18797",2012-10-20,"Pakistan","Gujranwala",1,0,"A man is shot to death after being acquitted of defaming Muhammad."
"18798",2012-10-20,"Ukraine","Lviv",1,0,"Three Muslims murder a Jewish doctor who was also a professor."
"18799",2012-10-20,"Nigeria","Potiskum",7,0,"Three children and a woman are among seven family members abducted from their home and executed by Boko Haram."
"18800",2012-10-20,"Thailand","Pattani",1,0,"A 59-year-old Buddhist is shot several times in the head by Muslim 'insurgents'."
"18801",2012-10-20,"Iraq","Baghdad",11,35,"Vicious back-to-back bombings outside a Shia shrine leave at least eleven dead."
"18802",2012-10-20,"Nigeria","Potiskum",19,0,"Nineteen additional bodies are discovered following an assault on a town by Islamic extremists."
"18803",2012-10-21,"Thailand","Narathiwat",2,7,"Bombs planted by Muslim extremists leave two dead."
"18804",2012-10-21,"Nigeria","Atagara",2,0,"Two people are killed when Islamic radicals torch a church."
"18805",2012-10-21,"Thailand","Narathiwat",1,0,"A Buddhist teacher is shot to death by Muslim 'separatists'."
"18806",2012-10-21,"Syria","Damascus",13,29,"A bomb targeting Christians on their way to church leaves thirteen dead."
"18807",2012-10-21,"Lebanon","Beirut",2,16,"A clash between Sunni and Shia leaves two dead."
"18808",2012-10-21,"Jordan","Border",1,0,"Islamic extremists fire on a group of border guards, killing one."
"18809",2012-10-22,"Ethiopia","Gerba",1,2,"A guard is killed when a Muslim mob attacks a government facility over an alleged threat to Islam."
"18810",2012-10-22,"Lebanon","Tripoli",7,12,"A 9-year-old girl is picked off by a sectarian sniper, one of seven who lose their lives in a Sunni-Shia clash."
"18811",2012-10-22,"Kenya","Likoni",1,7,"A policemen dies from splinter injuries suffered when an al-Shabaab cadre lobs a grenade at him."
"18812",2012-10-22,"Afghanistan","Genewa",10,0,"Ten Afghans are murdered during a Taliban attack on their convoy."
"18813",2012-10-22,"Afghanistan","Ismael Khel",2,4,"Two local police officers lose their lives to a well-placed Taliban landmine."
"18814",2012-10-22,"Somalia","Afmadow",5,12,"Islamists shell a town's sleeping residents in the early morning hours, killing at least five."
"18815",2012-10-23,"Pakistan","Nazimabad",1,2,"Sipah-e-Sahaba militants fire on three Shias at a grocery store, killing one."
"18816",2012-10-23,"Russia","North Ossetia",1,3,"A Fedayeen suicide bomber takes out a local cop."
"18817",2012-10-23,"Pakistan","Lyari",1,0,"A reporter dies from injuries a few days after being shot by Sunnis who labeled him an 'impure Muslim'."
"18818",2012-10-23,"Iraq","Shuala",9,26,"Targeted car bombings in a Shiite neighborhood leave at least nine residents dead."
"18819",2012-10-24,"Israel","Ashkelon",0,7,"Palestinian militants fire 68 rockets toward an Israeli town over a 24-hour period."
"18820",2012-10-24,"Syria","Daf al-Shok",6,20,"A Shahid suicide car bomber sends six other souls to Allah."
"18821",2012-10-24,"Russia","Kazan",1,1,"A police officer dies from injuries suffered when an Islamic militant self-detonates."
"18822",2012-10-24,"Iraq","Kazaniyah",2,0,"Sunni gunmen pick off two civilians."
"18823",2012-10-24,"Iraq","Kirkuk",1,2,"Mujahideen take out a small child with a roadside bomb."
"18824",2012-10-24,"Iraq","Mishahada",6,0,"Six employees at a parts factory are brutally machine-gunned by al-Qaeda on their way home."
"18825",2012-10-24,"Pakistan","Gulshan",1,3,"Militants kill a teenage girl in a bomb attack on her family home."
"18826",2012-10-25,"Syria","Qatana",1,0,"An Orthodox priest is horribly tortured and murdered by Muslim 'criminals'.  His eyes were gouged out."
"18827",2012-10-25,"Pakistan","Karachi",1,0,"A 40-year-old Shiite is gunned down at a market by Wahhabi terrorists."
"18828",2012-10-25,"Somalia","Jamama",1,0,"A woman is stoned to death by Islamists in the town square for adultery."
"18829",2012-10-25,"Pakistan","Gilgit",1,0,"Qazi Aisar members shoot a Shiite in the head at a bazaar."
"18830",2012-10-25,"Pakistan","Karachi",5,0,"Sectarian Jihadis take down five people from a rival mosque at a restaurant."
"18831",2012-10-25,"Yemen","Damar",2,0,"An al-Qaeda drive-by leaves two dead."
"18832",2012-10-25,"Afghanistan","Faryab",7,0,"Seven innocents are killed when religious radicals take over a bazaar."
"18833",2012-10-25,"Pakistan","Charbagh",2,0,"Islamists open fire in front of a mosque, taking down two members of a peace committee."
"18834",2012-10-25,"Afghanistan","Uruzgan",2,0,"A Taliban in police uniform shoots two American soldiers in the back."
"18835",2012-10-25,"Somalia","Wanlaweyn",8,12,"A suspected al-Shabaab mortar hits a bus, obliterating eight passengers."
"18836",2012-10-26,"Kenya","Daadab",1,0,"al-Shabaab assassinate a police officer at a mosque."
"18837",2012-10-26,"Iran","Sarbaz",2,0,"Sunni terrorists are suspected in a drive-by attack that leaves two dead."
"18838",2012-10-26,"Syria","Damascus",5,32,"Terrorists blow up several children at a playground."
"18839",2012-10-26,"Afghanistan","Maimana",41,70,"A suicide bomber detonates at a rival mosque, sending at least forty-one worshippers to Allah, including five children."
"18840",2012-10-26,"Afghanistan","Andar",5,0,"Five minority Shiite civilians are pulled off a bus and executed in cold blood by religious radicals."
"18841",2012-10-26,"Iraq","al-Mahawil",2,6,"A Sunni car bomb at a Shia mosque leaves two worshippers dead."
"18842",2012-10-27,"Syria","Deir Ezzor",5,24,"Terrorists set off a car bomb in front of a church, killing five innocents."
"18843",2012-10-27,"Iraq","Bawiya",8,24,"Four children are among eight people disassembled by Islamic State of Iraq bombers at a playground."
"18844",2012-10-27,"Iraq","Mosul",5,7,"Mujahideen take out five Iraqis in a series of bombing and shooting attacks."
"18845",2012-10-27,"Iraq","Baghdad",12,27,"Twelve patrons at a market in a Shiite neighborhood are obliterated by Jihadi bombers."
"18846",2012-10-27,"Iraq","Taji",5,9,"Sunnis murder five Shia pilgrims on their way to a shrine by attaching a bomb to their bus."
"18847",2012-10-27,"Pakistan","Latifabad",1,0,"A Hindu is shot to death by Muslims, apparently with sectarian motives."
"18848",2012-10-27,"Iraq","Sadr City",10,31,"al-Qaeda bombers take out ten innocents waiting for a bus."
"18849",2012-10-27,"Pakistan","Dera Islamael Khan",2,6,"Two Shiite teenagers die from splinter injuries suffered when a Sipah-e-Sahaba cadre throws a grenade at them."
"18850",2012-10-27,"Somalia","Kismayo",5,14,"Five local soldiers bleed to death from an Islamist bomb planted at a police station."
"18851",2012-10-28,"Egypt","Cairo",0,5,"Five Christians are injured by Muslims trying to block their way into church."
"18852",2012-10-28,"Iraq","Kadhimiyah",13,28,"Thirteen Shiites celebrating their Eid are slaughtered in their own neighborhood by Sunni bombers."
"18853",2012-10-28,"Thailand","Yala",1,16,"Muslim 'separatists' shoot a plantation worker in the head and throw a grenade into restaurant."
"18854",2012-10-28,"Nigeria","Kaduna",7,100,"Seven worshippers are murdered when a suicide car bomber plows into a Catholic church during mass."
"18855",2012-10-28,"Pakistan","Kaka Sahib",4,23,"Militants following a 'strict version of Islam' bomb the shrine of a saint, killing four patrons."
"18856",2012-10-28,"Iraq","Madain",3,8,"Marketplace bombers murder three shoppers."
"18857",2012-10-28,"Somalia","Merca",5,0,"An al-Shabaab ambush leaves five Somali soldiers dead."
"18858",2012-10-28,"Syria","Jaramana",12,69,"Twelve people outside a bakery in a Christian district are exterminated in a targeted bomb attack."
"18859",2012-10-28,"Sudan","Delami",1,9,"The Islamic Republic of Sudan aerial bombs several Christian villages, killing a 1-year-old baby."
"18860",2012-10-28,"Pakistan","Karachi",1,0,"A 37-year-old printer is murdered by Lashkar-e-Jhangvi for not being Sunni."
"18861",2012-10-28,"Nigeria","Gashish",4,7,"Suspected fundamentalists storm a local bar and murder four alcohol drinkers."
"18862",2012-10-29,"Syria","Damascus",10,41,"Sunni terrorists detonate a car bomb in a suburb that leaves fifteen residents dead, mostly women and children."
"18863",2012-10-29,"Pakistan","Battagram",2,0,"A woman and her alleged lover are taken into a house and machine-gunned by a conservative family member."
"18864",2012-10-29,"Pakistan","Nala",3,0,"Lashkar-e-Islam ambush and kill three security personnel."
"18865",2012-10-29,"Tunisia","La Manouba",0,2,"Fundamentalists target alcohol vendors, cutting off the fingers of one."
"18866",2012-10-29,"Somalia","Mogadishu",1,0,"A famous composer and comedian who poked fun of Islamic fundamentalists is assassinated."
"18867",2012-10-29,"Somalia","Bardale",1,1,"Islamists fire into a family home, killing one occupant."
"18868",2012-10-30,"Dagestan","Derbent",3,0,"A 'pro-peace' cleric is assassinated in his car along with his father and brother."
"18869",2012-10-30,"Syria","Homs",1,0,"An 84-year-old Christian is murdered by Sunnis."
"18870",2012-10-30,"Afghanistan","Nahr-e Saraj",2,0,"A terrorist dons a police uniform and shoots two British troops in the back."
"18871",2012-10-30,"Afghanistan","Maruf",6,0,"Six civilians in a minivan are sent to Allah by a bomb planted by religious radicals."
"18872",2012-10-30,"Somalia","Kismayo",4,24,"al-Shabaab militants toss a grenade into a tea shop, slaughtering four civilians."
"18873",2012-10-31,"Libya","Derna",1,0,"Islamists are suspected in the assassination of a former official."
"18874",2012-10-31,"Syria","Al-Mazzeh",1,2,"Sunni rebels plant a bomb near a rival mosque that leaves one dead."
"18875",2012-10-31,"Thailand","Pattani",2,4,"Muslim gunmen open fire on employees at an 'UnIslamic' gambling site at a fair, killing two."
"18876",2012-10-31,"Afghanistan","Kanjak",1,3,"A man is killed and three children injured by Sunni bombers."
"18877",2012-10-31,"Pakistan","Karachi",4,5,"The Tehreek-e-Taliban murder four people in targeted attacks."
"18878",2012-10-31,"Syria","Sayyida Zeinab",8,14,"Eight people, including two children are killed when Abu Al-Baraa bin Malek terrorists car bomb a Shiite mosque."
"18879",2012-10-31,"Afghanistan","Musa Qala",10,2,"Three women and seven small children are torn to shreds by a Taliban bomb."
"18880",2012-10-31,"Iraq","Mosul",4,0,"Post Eid al-Adha targeted killings leave four Shiites dead."
"18881",2012-10-31,"Pakistan","Khoi Ratta",1,0,"A Muslim couple honor kill their daughter for talking to a man by dousing her with acid."
"18882",2012-10-31,"Jordan","Zarqa",1,0,"A 22-year-old woman is strangled by her father on suspicion of having 'relations' with a man."
"18883",2012-11-01,"Pakistan","Jai",1,1,"A 4-year-old girl is killed when Religion of Peace militants fire into her home."
"18884",2012-11-01,"Syria","Saraqeb",10,0,"Ten captured soldiers are beaten and then executed by Sunni rebels to shouts of 'Allah Akbar'."
"18885",2012-11-02,"Sudan","Sigili",13,5,"Janjaweed militia attack a village and kill over a dozen residents."
"18886",2012-11-02,"Afghanistan","Gereshk",4,0,"Four local cops are gunned down by Taliban terrorists in uniform."
